timestamp,consent,age,gender,province,education_level,stream,gpa,current_status,weekly_skill_hours,skills_learning,learning_reason,learning_source,career_clarity,market_awareness,education_support,career_confidence,challenges,challenge_frequency,career_interest,future_vision,system_adequate,biggest_obstacle,advice,age_mid,gpa_mid,skill_hours_mid,challenge_freq_score,skill_AI / Machine Learning,skill_Business / Entrepreneurship,skill_Data Analyst / Data Science,skill_Digital Marketing / SEO,skill_Graphic Design,skill_None yet,skill_Other,skill_Programming / Coding,skill_Public Speaking / Communication,skill_UI/UX Design,skill_Video Editing / Content Creation,reason_Business / Startups,reason_Freelancing,reason_None yet,reason_Other,reason_Personal Interest,reason_Study abroad preparation,reason_To get a job,reason_University requirements,source_College or school,source_Institute or training center,source_Mentor or teacher,source_None yet,source_Other,"source_Paid online courses (Udemy, Coursera, etc.)",source_Self-study from books/articles,source_YouTube / free online videos,chal_Family pressure,chal_Financial problems,chal_Lack of guidance or mentorship,chal_Lack of motivation,chal_Lack of networking,chal_Lack of opportunities in Nepal,chal_Mental stress or anxiety,chal_Other,chal_Poor internet access,chal_Poor quality of education,chal_Time management issues,skill_breadth,readiness_score,readiness_category
2026/07/13 3:49:40 PM GMT+5:45,Yes,19-21,Female,,SEE Passed,Management,2.81 - 3.2,Gap Year,0 - 2 hrs,None yet,,,1.0,1.0,1.0,1.0,,Never,Undecided,idk,No,Brain drain (talented people leaving Nepal),Be consistent and patient,20.0,3.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,Low
2026/07/13 3:56:18 PM GMT+5:45,Yes,16-18,Male,Bagmati,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,6-10 hrs,Data Analyst / Data Science;AI / Machine Learning;Graphic Design,To get a job;Freelancing;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center;Self-study from books/articles",4.0,5.0,5.0,5.0,Financial problems;Lack of opportunities in Nepal;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,Doing bachelor ,Maybe,Financial barriers;Lack of mentorship and guidance;Limited internship and job opportunities;Poor internet and tech access in rural areas;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",17.0,3.0,8.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,74.375,High
2026/07/13 4:08:12 PM GMT+5:45,Yes,19-21,,Bagmati,Awaiting +2 Results,Science,Not Yet Graded,Waiting for results,3-5 hrs,Graphic Design;Video Editing / Content Creation,To get a job;Freelancing;Personal Interest,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,4.0,Poor quality of education;Lack of opportunities in Nepal,Sometimes,IT / Technology,idk,Maybe,Lack of practical education,"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Take care of your mental health",20.0,,4.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,59.5138888888889,Medium
2026/07/13 4:27:13 PM GMT+5:45,Yes,19-21,Female,Bagmati,,Humanities,3.21 - 3.6,Preparing for Bachelor's;Working / Freelancing,6-10 hrs,Video Editing / Content Creation,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",4.0,4.0,3.0,3.0,Time management issues;Lack of networking,Sometimes,IT / Technology,idk,Maybe,Mental health and stress;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Take care of your mental health",20.0,3.4,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,53.40277777777778,Medium
2026/07/14 9:11:25 AM GMT+5:45,Yes,16-18,Male,Madesh,+2 Passed,Management,2.4 - 2.8,Preparing for Bachelor's,3-5 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing;Personal Interest,YouTube / free online videos;Institute or training center;Self-study from books/articles,2.0,2.0,4.0,4.0,Financial problems;Lack of opportunities in Nepal,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Limited internship and job opportunities;Poor awareness of career options,"Start learning skills early, don't wait;Build a portfolio or personal projects;Don't rely only on grades — build real skills;Be consistent and patient",17.0,2.6,4.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3,43.125,Medium
2026/07/14 9:21:18 AM GMT+5:45,Yes,16-18,Male,Karnali,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,0 - 2 hrs,Video Editing / Content Creation;Public Speaking / Communication,Personal Interest,YouTube / free online videos,3.0,3.0,3.0,3.0,Lack of guidance or mentorship;Lack of motivation;Time management issues,Sometimes,Engineering,I don't know ,Maybe,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,41.388888888888886,Medium
2026/07/17 8:23:03 AM GMT+5:45,Yes,16-18,Female,Gandaki,SEE Passed,Humanities,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Programming / Coding;AI / Machine Learning,To get a job;Freelancing;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Self-study from books/articles",4.0,3.0,4.0,4.0,Lack of motivation;Lack of opportunities in Nepal;Lack of networking,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.4,8.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,58.26388888888889,Medium
2026/07/17 8:25:03 AM GMT+5:45,Yes,Under 16,Male,Madesh,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,11-20 hrs,Video Editing / Content Creation;Public Speaking / Communication,To get a job;Freelancing;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Self-study from books/articles",4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Time management issues;Lack of networking,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Limited internship and job opportunities;Political instability affecting opportunities,"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Be consistent and patient",15.0,3.0,15.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,2,66.3888888888889,Medium
2026/07/17 8:27:04 AM GMT+5:45,Yes,19-21,Female,Madesh,Awaiting +2 Results,Management,Not Yet Graded,Learning professional skills;Working / Freelancing,6-10 hrs,UI/UX Design;Digital Marketing / SEO;Public Speaking / Communication,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Self-study from books/articles",4.0,3.0,4.0,3.0,Financial problems;Poor internet access;Lack of networking,Sometimes,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Limited internship and job opportunities;Political instability affecting opportunities,"Start learning skills early, don't wait;Be consistent and patient",20.0,,8.0,1.0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,3,54.37500000000001,Medium
2026/07/17 9:49:58 AM GMT+5:45,Yes,16-18,Male,Madesh,+2 Passed,Management,2.4 - 2.8,Preparing for Bachelor's,3-5 hrs,Programming / Coding,To get a job,YouTube / free online videos,3.0,4.0,4.0,5.0,Financial problems;Poor quality of education;Poor internet access;Lack of networking,Frequently,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance,"Start learning skills early, don't wait;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",17.0,2.6,4.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,55.069444444444436,Medium
2026/07/17 9:51:35 AM GMT+5:45,Yes,19-21,Male,Bagmati,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Data Analyst / Data Science;Graphic Design;Public Speaking / Communication,Personal Interest,Institute or training center;Mentor or teacher,5.0,5.0,5.0,5.0,Financial problems;Lack of opportunities in Nepal,Frequently,IT / Technology,,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers,Be consistent and patient,20.0,3.4,1.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,71.66666666666666,High
2026/07/17 9:54:22 AM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Humanities,3.21 - 3.6,Waiting for results;Preparing for Bachelor's;Preparing to study abroad,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing,"Paid online courses (Udemy, Coursera, etc.);Mentor or teacher",4.0,3.0,4.0,4.0,Lack of motivation;Family pressure,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Network with people in your field of interest;Take care of your mental health",17.0,3.4,8.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,59.375000000000014,Medium
2026/07/17 10:16:43 AM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Management,2.81 - 3.2,Studying Bachelor's,6-10 hrs,Data Analyst / Data Science,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);College or school;Self-study from books/articles",4.0,4.0,4.0,4.0,Financial problems;Poor internet access;Lack of opportunities in Nepal;Time management issues,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of mentorship and guidance;Limited internship and job opportunities;Political instability affecting opportunities,"Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",17.0,3.0,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,60.90277777777777,Medium
2026/07/17 10:20:28 AM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Science,2.81 - 3.2,Waiting for results;Preparing for Bachelor's;Working / Freelancing,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning;Graphic Design,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",4.0,4.0,4.0,4.0,Financial problems;Lack of motivation;Mental stress or anxiety,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance;Poor internet and tech access in rural areas;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Explore career options before choosing a stream;Network with people in your field of interest;Be consistent and patient",17.0,3.0,8.0,1.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,4,64.2361111111111,Medium
2026/07/17 10:27:12 AM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Management,2.81 - 3.2,Waiting for results;Preparing for Bachelor's;Preparing to study abroad,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",3.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Poor quality of education;Poor internet access;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Limited internship and job opportunities,"Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",20.0,3.0,8.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,3,58.12500000000001,Medium
2026/07/17 10:40:07 AM GMT+5:45,Yes,19-21,Male,Madesh,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,To get a job;Freelancing,YouTube / free online videos;Institute or training center;Self-study from books/articles,4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Mental stress or anxiety,Frequently,IT / Technology,USA or London ,No,Weak education system / outdated curriculum;Financial barriers;Lack of mentorship and guidance;Limited internship and job opportunities;Poor awareness of career options;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Explore career options before choosing a stream;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",20.0,3.4,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,52.083333333333336,Medium
2026/07/17 11:02:25 AM GMT+5:45,Yes,16-18,Female,Koshi,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,6-10 hrs,Digital Marketing / SEO;Public Speaking / Communication,To get a job;Business / Startups;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Self-study from books/articles",4.0,4.0,4.0,4.0,Financial problems;Lack of opportunities in Nepal;Time management issues,Frequently,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance,"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",17.0,3.0,8.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,2,58.68055555555556,Medium
2026/07/17 11:03:13 AM GMT+5:45,Yes,19-21,Male,Sudurpaschim,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,Personal Interest,YouTube / free online videos,2.0,2.0,3.0,3.0,Financial problems;Lack of motivation;Mental stress or anxiety,Always,Engineering,Unemployed in Nepal 😭,No,Lack of practical education;Weak education system / outdated curriculum;Poor awareness of career options;Political instability affecting opportunities,"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Take care of your mental health",20.0,3.4,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,23.75,Low
2026/07/18 12:30:30 PM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's;Preparing to study abroad,3-5 hrs,Video Editing / Content Creation;Public Speaking / Communication,Study abroad preparation;Side hobby ,YouTube / free online videos;Self-study from books/articles,3.0,4.0,3.0,3.0,Financial problems;Family pressure;Lack of opportunities in Nepal;Time management issues;Mental stress or anxiety,Always,Study Abroad,Idk probably somewhere abroad ,No,Weak education system / outdated curriculum;Financial barriers;Family and social pressure;Mental health and stress,"Start learning skills early, don't wait;Explore career options before choosing a stream;Use free online resources (YouTube, Coursera, etc.)",20.0,2.6,4.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,2,40.34722222222222,Medium
2026/07/18 12:41:17 PM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's;Learning professional skills,6-10 hrs,Video Editing / Content Creation;Public Speaking / Communication,To get a job;Freelancing;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);College or school",4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Lack of mentorship and guidance;Limited internship and job opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Take care of your mental health;Be consistent and patient",17.0,3.4,8.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,62.01388888888889,Medium
2026/07/18 12:42:44 PM GMT+5:45,Yes,16-18,Male,Bagmati,,Just SEE Passed,Above 3.6,Preparing for Bachelor's,3-5 hrs,Video Editing / Content Creation,,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,4.0,Financial problems;Time management issues;Mental stress or anxiety,Sometimes,Engineering,Doing Bachelors ,Maybe,Weak education system / outdated curriculum;Limited internship and job opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Take care of your mental health;Be consistent and patient",17.0,3.8,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,58.40277777777778,Medium
2026/07/18 2:51:44 PM GMT+5:45,Yes,16-18,Male,Bagmati,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,Public Speaking / Communication,Personal Interest;Study abroad preparation,Self-study from books/articles,3.0,4.0,4.0,3.0,Lack of guidance or mentorship;Lack of motivation;Poor quality of education;Lack of networking,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Lack of mentorship and guidance;Limited internship and job opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Be consistent and patient",17.0,3.4,4.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,48.40277777777777,Medium
2026/07/18 2:53:19 PM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Management,2.4 - 2.8,Gap Year,0 - 2 hrs,None yet,Nothing ,No where ,4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,IDK,Maybe,Weak education system / outdated curriculum;Lack of mentorship and guidance;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Be consistent and patient",17.0,2.6,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,55.41666666666667,Medium
2026/07/18 3:57:02 PM GMT+5:45,Yes,19-21,Female,Bagmati,Awaiting +2 Results,Management,2.81 - 3.2,Waiting for results,0 - 2 hrs,None yet,Not learning ,Not learning ,2.0,2.0,4.0,5.0,Lack of networking,Sometimes,Undecided,Abroad ,Maybe,Lack of practical education,"Start learning skills early, don't wait",20.0,3.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.91666666666667,Medium
2026/07/18 4:05:02 PM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's;Learning professional skills,0 - 2 hrs,Graphic Design;Digital Marketing / SEO,To get a job;Business / Startups;Personal Interest,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,4.0,Lack of motivation;Lack of networking,Sometimes,IT / Technology,Don't know ,Maybe,Lack of practical education;Limited internship and job opportunities;Family and social pressure,"Start learning skills early, don't wait",20.0,3.4,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,57.63888888888889,Medium
2026/07/18 4:07:51 PM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's;Preparing to study abroad,0 - 2 hrs,AI / Machine Learning;Graphic Design,To get a job;Freelancing;Business / Startups;Personal Interest,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",4.0,4.0,4.0,3.0,Lack of guidance or mentorship;Lack of motivation;Lack of networking,Sometimes,IT / Technology,Don't know ,Maybe,Lack of practical education;Poor awareness of career options,"Start learning skills early, don't wait;Build a portfolio or personal projects",20.0,3.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,52.63888888888889,Medium
2026/07/18 4:12:15 PM GMT+5:45,Yes,16-18,Male,Bagmati,SEE Passed,Just SEE Passed,3.21 - 3.6,Study in school ,0 - 2 hrs,Graphic Design;Video Editing / Content Creation,Personal Interest,YouTube / free online videos,4.0,3.0,3.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation,Sometimes,IT / Technology,Working in Nepali Company ,No,Lack of practical education;Financial barriers;Lack of mentorship and guidance,"Start learning skills early, don't wait;Network with people in your field of interest",17.0,3.4,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,51.38888888888889,Medium
2026/07/18 4:16:03 PM GMT+5:45,Yes,19-21,Male,Bagmati,+2 Passed,Management,3.21 - 3.6,Gap Year,0 - 2 hrs,Business / Entrepreneurship,Business / Startups;Personal Interest,Institute or training center,3.0,4.0,4.0,4.0,Lack of guidance or mentorship;Lack of opportunities in Nepal;Lack of networking,Sometimes,Business / Entrepreneurship,Starting a business ,Maybe,Lack of practical education;Lack of mentorship and guidance;Limited internship and job opportunities,Network with people in your field of interest,20.0,3.4,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,51.527777777777786,Medium
2026/07/18 10:43:09 PM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Humanities,3.21 - 3.6,Preparing for Bachelor's;Learning professional skills,6-10 hrs,Programming / Coding,To get a job;Freelancing,YouTube / free online videos;Self-study from books/articles,4.0,4.0,4.0,3.0,Lack of guidance or mentorship;Poor quality of education;Lack of opportunities in Nepal,Frequently,IT / Technology,Idk,Maybe,Financial barriers;Lack of mentorship and guidance,"Start learning skills early, don't wait;Focus on English communication;Find a mentor or role model",17.0,3.4,8.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,52.56944444444444,Medium
2026/07/18 10:44:43 PM GMT+5:45,Yes,16-18,Male,Koshi,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's;Preparing to study abroad,0 - 2 hrs,None yet,Study abroad preparation,YouTube / free online videos,4.0,4.0,3.0,3.0,Financial problems;Lack of guidance or mentorship;Poor quality of education;Poor internet access,Frequently,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers,"Start learning skills early, don't wait;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest",17.0,3.4,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,44.58333333333333,Medium
2026/07/18 10:46:39 PM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Management,Above 3.6,Preparing for Bachelor's;Working / Freelancing,6-10 hrs,Programming / Coding;Data Analyst / Data Science,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",4.0,3.0,3.0,3.0,Lack of guidance or mentorship;Poor quality of education;Poor internet access;Lack of opportunities in Nepal;Time management issues;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,Purchasing Bachelor in it field ,Maybe,Weak education system / outdated curriculum;Lack of mentorship and guidance;Limited internship and job opportunities;Poor awareness of career options;Brain drain (talented people leaving Nepal),Build a portfolio or personal projects;Explore career options before choosing a stream;Be consistent and patient,17.0,3.8,8.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,2,50.763888888888886,Medium
2026/07/18 10:47:59 PM GMT+5:45,Yes,19-21,Male,Madesh,+2 Passed,Management,2.4 - 2.8,Gap Year,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing;Business / Startups,YouTube / free online videos;Self-study from books/articles,4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Family pressure;Mental stress or anxiety,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Lack of mentorship and guidance;Limited internship and job opportunities;Political instability affecting opportunities,"Start learning skills early, don't wait;Explore career options before choosing a stream;Take care of your mental health;Be consistent and patient",20.0,2.6,8.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,3,63.125,Medium
2026/07/18 10:49:30 PM GMT+5:45,Yes,16-18,Female,Gandaki,Awaiting +2 Results,Management,Not Yet Graded,Waiting for results,0 - 2 hrs,None yet,Not yet Sure,Not learning ,1.0,2.0,1.0,2.0,Financial problems;Lack of motivation;Mental stress or anxiety,Sometimes,IT / Technology,IDK,Maybe,Lack of practical education;Lack of mentorship and guidance;Limited internship and job opportunities;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,15.416666666666668,Low
2026/07/18 10:50:42 PM GMT+5:45,Yes,22-25,Female,Gandaki,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's;Learning professional skills,3-5 hrs,Public Speaking / Communication;Business / Entrepreneurship,Business / Startups;Personal Interest,YouTube / free online videos;Self-study from books/articles,4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Poor quality of education,Sometimes,IT / Technology,Doing bachelor maybe ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Limited internship and job opportunities,"Start learning skills early, don't wait;Explore career options before choosing a stream;Don't rely only on grades — build real skills;Be consistent and patient",23.5,3.0,4.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,59.5138888888889,Medium
